time,BTC,ETH,BNB,SOL,ADA,DOT,BUSD
0,16:41:24,23477.31000000,1608.01000000,,315.40000000,24.46000000,0.38770000,6.57300000
0,16:41:26,23476.74000000,1608.00000000,,315.40000000,24.46000000,0.38770000,6.57300000
0,16:41:29,23477.19000000,1608.01000000,,315.40000000,24.47000000,0.38770000,6.57300000
0,16:41:31,23478.80000000,1608.15000000,,315.50000000,24.47000000,0.38770000,6.57300000
0,16:41:34,23480.00000000,1608.16000000,,315.40000000,24.47000000,0.38770000,6.57300000
0,16:41:37,23480.11000000,1608.16000000,,315.50000000,24.47000000,0.38780000,6.57200000
0,16:41:40,23480.98000000,1608.28000000,,315.40000000,24.47000000,0.38770000,6.57300000
0,16:41:43,23480.86000000,1608.28000000,,315.40000000,24.46000000,0.38770000,6.57300000
0,16:41:46,23480.86000000,1608.27000000,,315.40000000,24.46000000,0.38770000,6.57300000
0,16:41:49,23481.72000000,1608.28000000,,315.50000000,24.46000000,0.38790000,6.57400000
0,16:41:52,23483.27000000,1608.28000000,,315.40000000,24.46000000,0.38790000,6.57600000
0,16:41:55,23483.20000000,1608.27000000,,315.50000000,24.46000000,0.38790000,6.57600000
0,16:41:57,23481.59000000,1608.27000000,,315.40000000,24.46000000,0.38790000,6.57600000
0,16:42:00,23481.84000000,1608.27000000,,315.40000000,24.46000000,0.38790000,6.57600000
0,16:42:03,23479.36000000,1608.28000000,,315.50000000,24.47000000,0.38780000,6.57600000
0,16:42:05,23480.65000000,1608.35000000,,315.50000000,24.47000000,0.38780000,6.57600000
0,16:42:08,23481.14000000,1608.35000000,,315.50000000,24.47000000,0.38780000,6.57600000
0,16:42:11,23482.38000000,1608.34000000,,315.50000000,24.47000000,0.38780000,6.57700000
0,16:42:13,23481.69000000,1608.53000000,,315.50000000,24.47000000,0.38790000,6.57600000
0,16:42:16,23482.25000000,1608.53000000,,315.50000000,24.47000000,0.38780000,6.57600000
0,16:42:18,23481.76000000,1608.54000000,,315.50000000,24.47000000,0.38780000,6.57600000
0,16:42:21,23482.56000000,1608.54000000,,315.40000000,24.47000000,0.38780000,6.57600000
0,16:42:23,23484.56000000,1608.63000000,,315.60000000,24.47000000,0.38800000,6.57800000
0,16:42:26,23484.40000000,1608.63000000,,315.60000000,24.47000000,0.38800000,6.57800000
0,16:42:29,23484.03000000,1608.62000000,,315.70000000,24.47000000,0.38800000,6.57800000
0,16:42:32,23482.40000000,1608.19000000,,315.60000000,24.47000000,0.38800000,6.57800000
0,16:42:34,23482.43000000,1608.19000000,,315.60000000,24.47000000,0.38800000,6.57800000
0,16:42:37,23481.28000000,1608.19000000,,315.70000000,24.47000000,0.38800000,6.57800000
0,16:42:40,23479.37000000,1608.19000000,,315.60000000,24.47000000,0.38800000,6.57900000
0,16:42:43,23474.68000000,1607.77000000,,315.60000000,24.46000000,0.38790000,6.57800000
0,16:42:46,23473.96000000,1607.76000000,,315.60000000,24.45000000,0.38790000,6.57800000
0,16:42:48,23474.39000000,1607.77000000,,315.60000000,24.45000000,0.38790000,6.57800000
0,16:42:51,23474.11000000,1607.90000000,,315.60000000,24.45000000,0.38790000,6.57700000
0,16:42:54,23474.00000000,1607.90000000,,315.40000000,24.45000000,0.38790000,6.57600000
0,16:42:57,23495.74000000,1608.68000000,,315.60000000,24.47000000,0.38800000,6.58000000
0,16:42:59,23496.57000000,1608.73000000,,315.60000000,24.48000000,0.38800000,6.58000000
0,16:43:01,23494.10000000,1608.73000000,,315.60000000,24.48000000,0.38800000,6.58000000
0,16:43:04,23496.57000000,1608.73000000,,315.60000000,24.48000000,0.38810000,6.58000000
0,16:43:07,23497.56000000,1608.73000000,,315.60000000,24.48000000,0.38800000,6.58000000
0,16:43:09,23504.43000000,1609.99000000,,315.90000000,24.50000000,0.38830000,6.58300000
0,16:43:12,23504.94000000,1609.99000000,,315.90000000,24.50000000,0.38830000,6.58300000
0,16:43:15,23506.62000000,1610.00000000,,315.90000000,24.50000000,0.38830000,6.58300000
0,16:43:18,23504.80000000,1610.00000000,,315.90000000,24.51000000,0.38830000,6.58300000
0,16:43:20,23508.25000000,1609.99000000,,315.80000000,24.51000000,0.38830000,6.58400000
0,16:43:23,23510.03000000,1610.33000000,,315.80000000,24.52000000,0.38830000,6.58400000
0,16:43:26,23509.87000000,1610.33000000,,316.00000000,24.52000000,0.38830000,6.58400000
0,16:43:28,23508.76000000,1610.34000000,,316.00000000,24.51000000,0.38830000,6.58700000
0,16:43:30,23508.79000000,1610.31000000,,316.00000000,24.51000000,0.38840000,6.58700000
0,16:43:33,23510.61000000,1610.30000000,,316.00000000,24.51000000,0.38840000,6.58700000
0,16:43:35,23512.24000000,1610.31000000,,316.00000000,24.51000000,0.38830000,6.58800000
0,16:43:37,23512.51000000,1610.39000000,,316.00000000,24.52000000,0.38840000,6.58700000
0,16:43:41,23510.36000000,1610.39000000,,316.00000000,24.51000000,0.38840000,6.58700000
0,16:43:44,23510.00000000,1610.39000000,,316.00000000,24.51000000,0.38840000,6.58900000
0,16:43:47,23509.66000000,1610.39000000,,315.90000000,24.52000000,0.38850000,6.59000000
0,16:43:50,23513.00000000,1610.59000000,,316.00000000,24.52000000,0.38850000,6.59000000
0,16:43:53,23512.76000000,1610.67000000,,316.00000000,24.53000000,0.38850000,6.59000000
0,16:43:55,23513.01000000,1610.67000000,,316.00000000,24.53000000,0.38860000,6.59100000
0,16:43:58,23511.41000000,1610.67000000,,316.00000000,24.53000000,0.38860000,6.59100000
0,16:44:01,23510.51000000,1610.77000000,,316.10000000,24.52000000,0.38860000,6.59100000
0,16:44:04,23510.50000000,1610.76000000,,316.00000000,24.52000000,0.38850000,6.59000000
0,16:44:06,23512.09000000,1610.77000000,,316.10000000,24.52000000,0.38860000,6.59100000
0,16:44:08,23511.40000000,1610.77000000,,316.00000000,24.52000000,0.38860000,6.59100000
0,16:44:11,23512.82000000,1611.19000000,,316.10000000,24.52000000,0.38860000,6.59000000
0,16:44:14,23514.03000000,1611.18000000,,316.10000000,24.52000000,0.38860000,6.59000000
0,16:44:17,23515.43000000,1611.74000000,,316.00000000,24.52000000,0.38870000,6.59000000
0,16:44:19,23515.41000000,1611.38000000,,316.00000000,24.53000000,0.38870000,6.59100000
0,16:44:22,23517.50000000,1611.51000000,,316.10000000,24.53000000,0.38870000,6.59100000
0,16:44:24,23515.74000000,1611.51000000,,316.10000000,24.53000000,0.38870000,6.59100000
0,16:44:26,23518.25000000,1611.51000000,,316.10000000,24.53000000,0.38870000,6.59100000
0,16:44:29,23515.68000000,1611.57000000,,316.10000000,24.54000000,0.38870000,6.59100000
0,16:44:32,23511.58000000,1611.17000000,,316.00000000,24.53000000,0.38870000,6.58800000
0,16:44:34,23511.43000000,1611.17000000,,315.90000000,24.53000000,0.38860000,6.58800000
0,16:44:37,23512.94000000,1611.15000000,,316.00000000,24.53000000,0.38860000,6.58700000
0,16:44:41,23512.63000000,1611.38000000,,315.90000000,24.52000000,0.38860000,6.58700000
0,16:44:44,23511.80000000,1611.37000000,,315.90000000,24.53000000,0.38860000,6.58600000
0,16:44:47,23514.06000000,1611.38000000,,316.00000000,24.54000000,0.38850000,6.58600000
0,16:44:50,23514.23000000,1611.38000000,,316.00000000,24.55000000,0.38860000,6.58600000
0,16:44:52,23511.89000000,1611.38000000,,316.00000000,24.55000000,0.38860000,6.58600000
0,16:44:55,23510.94000000,1611.38000000,,316.00000000,24.55000000,0.38870000,6.58600000
0,16:44:58,23515.64000000,1611.62000000,,316.10000000,24.55000000,0.38870000,6.58800000
0,16:45:00,23513.09000000,1611.62000000,,316.00000000,24.55000000,0.38870000,6.58800000
0,16:45:03,23512.87000000,1611.61000000,,316.00000000,24.54000000,0.38870000,6.59200000
0,16:45:06,23512.01000000,1611.61000000,,316.10000000,24.54000000,0.38870000,6.59100000
0,16:45:08,23513.09000000,1611.62000000,,316.10000000,24.54000000,0.38870000,6.59100000
0,16:45:11,23513.63000000,1611.62000000,,316.10000000,24.55000000,0.38870000,6.59200000
0,16:45:14,23512.28000000,1611.61000000,,316.10000000,24.55000000,0.38880000,6.59200000
0,16:45:16,23510.57000000,1611.33000000,,316.10000000,24.55000000,0.38880000,6.59000000
0,16:45:19,23503.98000000,1610.99000000,,316.10000000,24.53000000,0.38860000,6.59000000
0,16:45:22,23499.05000000,1610.76000000,,316.00000000,24.52000000,0.38850000,6.58800000
0,16:45:25,23500.79000000,1610.71000000,,316.10000000,24.52000000,0.38860000,6.58700000
0,16:45:27,23506.41000000,1610.81000000,,316.20000000,24.52000000,0.38850000,6.58700000
0,16:45:30,23513.28000000,1611.31000000,,316.20000000,24.54000000,0.38850000,6.58700000
0,16:45:32,23513.60000000,1611.36000000,,316.20000000,24.54000000,0.38850000,6.58700000
0,16:45:34,23514.39000000,1611.36000000,,316.20000000,24.54000000,0.38850000,6.59000000
0,16:45:37,23514.19000000,1611.35000000,,316.20000000,24.55000000,0.38870000,6.58900000
0,16:45:39,23517.31000000,1611.57000000,,316.30000000,24.53000000,0.38860000,6.58900000
0,16:45:42,23516.87000000,1611.57000000,,316.30000000,24.53000000,0.38860000,6.59000000
0,16:45:45,23518.32000000,1611.58000000,,316.30000000,24.53000000,0.38860000,6.58900000
0,16:45:48,23517.40000000,1611.68000000,,316.20000000,24.54000000,0.38860000,6.59100000
0,16:45:50,23518.84000000,1611.69000000,,316.30000000,24.55000000,0.38860000,6.59100000
0,16:45:54,23520.62000000,1611.70000000,,316.20000000,24.55000000,0.38860000,6.59100000
0,16:45:56,23520.83000000,1611.70000000,,316.30000000,24.54000000,0.38860000,6.59100000
0,16:45:58,23521.70000000,1611.70000000,,316.30000000,24.54000000,0.38850000,6.59100000
0,16:46:01,23524.07000000,1612.22000000,,316.30000000,24.54000000,0.38850000,6.59100000
0,16:46:04,23522.28000000,1612.23000000,,316.30000000,24.54000000,0.38850000,6.59200000
0,16:46:07,23524.39000000,1612.28000000,,316.30000000,24.55000000,0.38850000,6.59200000
0,16:46:09,23525.41000000,1612.41000000,,316.30000000,24.55000000,0.38870000,6.59400000
0,16:46:11,23524.48000000,1612.08000000,,316.30000000,24.55000000,0.38860000,6.59300000
0,16:46:14,23523.19000000,1612.08000000,,316.30000000,24.55000000,0.38860000,6.59400000
0,16:46:16,23520.65000000,1612.09000000,,316.30000000,24.55000000,0.38860000,6.59300000
0,16:46:19,23521.22000000,1612.09000000,,316.30000000,24.56000000,0.38860000,6.59300000
0,16:46:22,23520.71000000,1612.09000000,,316.30000000,24.56000000,0.38860000,6.59300000
0,16:46:25,23520.38000000,1612.09000000,,316.20000000,24.56000000,0.38860000,6.59300000
0,16:46:27,23518.75000000,1612.15000000,,316.30000000,24.56000000,0.38860000,6.59300000
0,16:46:29,23520.38000000,1612.14000000,,316.30000000,24.57000000,0.38860000,6.59300000
0,16:46:32,23519.53000000,1612.14000000,,316.30000000,24.56000000,0.38860000,6.59300000
0,16:46:35,23522.16000000,1612.16000000,,316.50000000,24.56000000,0.38860000,6.59100000
0,16:46:37,23522.00000000,1612.48000000,,316.40000000,24.57000000,0.38860000,6.59100000
0,16:46:39,23520.73000000,1612.34000000,,316.40000000,24.56000000,0.38870000,6.59100000
0,16:46:43,23520.25000000,1612.20000000,,316.40000000,24.57000000,0.38860000,6.59100000
0,16:46:46,23519.60000000,1612.20000000,,316.70000000,24.57000000,0.38870000,6.59100000
0,16:46:49,23517.33000000,1612.20000000,,316.40000000,24.57000000,0.38870000,6.59100000
0,16:46:51,23519.16000000,1612.20000000,,316.90000000,24.57000000,0.38870000,6.59100000
0,16:46:54,23520.33000000,1612.20000000,,317.00000000,24.57000000,0.38870000,6.59100000
0,16:46:56,23521.17000000,1612.35000000,,317.00000000,24.57000000,0.38870000,6.59300000
0,16:46:59,23519.21000000,1612.35000000,,317.20000000,24.57000000,0.38870000,6.59200000
0,16:47:02,23516.37000000,1612.19000000,,317.20000000,24.56000000,0.38870000,6.59100000
0,16:47:04,23516.65000000,1612.15000000,,317.00000000,24.56000000,0.38870000,6.59100000
0,16:47:07,23516.96000000,1612.15000000,,317.00000000,24.56000000,0.38860000,6.59100000
0,16:47:09,23516.01000000,1612.16000000,,317.00000000,24.57000000,0.38860000,6.59100000
0,16:47:12,23514.20000000,1612.11000000,,316.90000000,24.57000000,0.38860000,6.59100000
0,16:47:14,23512.02000000,1611.71000000,,316.80000000,24.57000000,0.38860000,6.59000000
0,16:47:17,23513.01000000,1611.71000000,,317.00000000,24.57000000,0.38860000,6.59000000
0,16:47:20,23511.75000000,1611.71000000,,317.00000000,24.56000000,0.38860000,6.59000000
0,16:47:23,23508.91000000,1611.69000000,,316.90000000,24.56000000,0.38840000,6.59000000
0,16:47:25,23509.55000000,1611.54000000,,317.00000000,24.54000000,0.38840000,6.58800000
0,16:47:28,23509.23000000,1611.54000000,,316.90000000,24.54000000,0.38850000,6.58700000
0,16:47:31,23513.83000000,1611.58000000,,316.90000000,24.54000000,0.38860000,6.58900000
0,16:47:33,23515.67000000,1611.84000000,,317.00000000,24.55000000,0.38860000,6.59000000
0,16:47:36,23519.68000000,1612.15000000,,317.00000000,24.56000000,0.38870000,6.59100000
0,16:47:40,23523.12000000,1612.48000000,,317.10000000,24.56000000,0.38870000,6.59100000
0,16:47:43,23521.78000000,1612.47000000,,317.20000000,24.57000000,0.38880000,6.59200000
0,16:47:46,23521.50000000,1612.60000000,,317.40000000,24.57000000,0.38880000,6.59200000
0,16:47:49,23520.34000000,1612.60000000,,317.20000000,24.56000000,0.38880000,6.59200000
0,16:47:52,23525.50000000,1612.65000000,,317.50000000,24.56000000,0.38880000,6.59400000
0,16:47:55,23526.41000000,1612.90000000,,317.60000000,24.57000000,0.38880000,6.59500000
0,16:47:57,23526.71000000,1612.91000000,,317.50000000,24.57000000,0.38880000,6.59500000
0,16:48:00,23525.26000000,1612.91000000,,317.50000000,24.57000000,0.38880000,6.59500000
0,16:48:03,23527.30000000,1612.91000000,,317.70000000,24.57000000,0.38880000,6.59700000
0,16:48:05,23528.66000000,1612.99000000,,317.60000000,24.57000000,0.38900000,6.59700000
0,16:48:07,23528.26000000,1612.99000000,,317.60000000,24.57000000,0.38890000,6.59700000
0,16:48:10,23530.06000000,1613.25000000,,317.70000000,24.57000000,0.38890000,6.59800000
0,16:48:14,23530.68000000,1613.55000000,,317.60000000,24.58000000,0.38890000,6.59800000
0,16:48:16,23527.14000000,1613.55000000,,317.60000000,24.58000000,0.38890000,6.59800000
0,16:48:18,23524.84000000,1613.30000000,,317.60000000,24.58000000,0.38890000,6.59700000
0,16:48:21,23523.65000000,1613.11000000,,317.50000000,24.58000000,0.38890000,6.59800000
0,16:48:24,23522.29000000,1613.10000000,,317.50000000,24.57000000,0.38890000,6.59700000
0,16:48:27,23513.75000000,1612.72000000,,317.50000000,24.56000000,0.38900000,6.59500000
0,16:48:29,23509.61000000,1612.41000000,,317.40000000,24.55000000,0.38890000,6.59400000
0,16:48:31,23511.30000000,1612.42000000,,317.60000000,24.55000000,0.38890000,6.59100000
0,16:48:34,23512.95000000,1612.52000000,,317.50000000,24.55000000,0.38890000,6.59100000
0,16:48:37,23513.43000000,1612.63000000,,317.50000000,24.55000000,0.38890000,6.59100000
0,16:48:40,23509.55000000,1612.63000000,,317.50000000,24.55000000,0.38880000,6.59100000
0,16:48:42,23504.89000000,1611.77000000,,317.40000000,24.54000000,0.38870000,6.58900000
0,16:48:45,23507.05000000,1611.78000000,,317.40000000,24.53000000,0.38870000,6.58800000
0,16:48:48,23507.76000000,1611.75000000,,317.40000000,24.54000000,0.38870000,6.58900000
0,16:48:50,23511.26000000,1611.72000000,,317.30000000,24.54000000,0.38860000,6.58900000
0,16:48:53,23511.63000000,1611.82000000,,317.30000000,24.54000000,0.38860000,6.58900000
0,16:48:56,23510.29000000,1611.82000000,,317.30000000,24.54000000,0.38860000,6.58900000
0,16:48:59,23508.20000000,1611.82000000,,317.20000000,24.54000000,0.38860000,6.58900000
0,16:49:01,23507.94000000,1611.83000000,,317.20000000,24.54000000,0.38860000,6.59000000
0,16:49:04,23508.98000000,1611.82000000,,317.20000000,24.54000000,0.38860000,6.59000000
0,16:49:06,23510.60000000,1611.83000000,,317.10000000,24.55000000,0.38860000,6.59000000
0,16:49:09,23510.94000000,1611.83000000,,317.00000000,24.54000000,0.38860000,6.59000000
0,16:49:12,23508.07000000,1611.83000000,,317.10000000,24.53000000,0.38870000,6.58900000
0,16:49:14,23506.20000000,1611.49000000,,317.00000000,24.53000000,0.38870000,6.58800000
0,16:49:16,23506.21000000,1611.49000000,,317.10000000,24.53000000,0.38870000,6.58800000
0,16:49:19,23505.50000000,1611.49000000,,317.00000000,24.54000000,0.38860000,6.58800000
0,16:49:22,23506.46000000,1611.49000000,,317.10000000,24.54000000,0.38860000,6.58700000
0,16:49:24,23502.34000000,1611.41000000,,317.00000000,24.53000000,0.38860000,6.58700000
0,16:49:27,23503.44000000,1611.41000000,,317.10000000,24.53000000,0.38860000,6.58700000
0,16:49:30,23503.46000000,1611.42000000,,317.00000000,24.53000000,0.38850000,6.58700000
0,16:49:32,23504.49000000,1611.41000000,,317.10000000,24.52000000,0.38850000,6.58700000
0,16:49:35,23503.18000000,1611.41000000,,317.00000000,24.53000000,0.38850000,6.58600000
0,16:49:37,23503.54000000,1611.33000000,,317.00000000,24.53000000,0.38850000,6.58600000
0,16:49:40,23504.52000000,1611.40000000,,317.10000000,24.53000000,0.38860000,6.58600000
0,16:49:43,23500.43000000,1611.41000000,,317.10000000,24.53000000,0.38860000,6.58600000
0,16:49:46,23500.16000000,1611.40000000,,317.10000000,24.54000000,0.38860000,6.58600000
0,16:49:49,23501.33000000,1611.41000000,,317.10000000,24.54000000,0.38860000,6.58500000
0,16:49:51,23502.97000000,1611.41000000,,317.00000000,24.54000000,0.38860000,6.58500000
0,16:49:54,23503.58000000,1611.40000000,,317.00000000,24.54000000,0.38860000,6.58500000
0,16:49:57,23503.60000000,1611.47000000,,317.00000000,24.54000000,0.38860000,6.58500000
0,16:50:00,23507.95000000,1611.78000000,,317.00000000,24.54000000,0.38860000,6.58500000
0,16:50:03,23510.96000000,1611.84000000,,317.00000000,24.55000000,0.38860000,6.58600000
0,16:50:06,23510.08000000,1611.85000000,,317.00000000,24.54000000,0.38860000,6.58600000
0,16:50:09,23508.39000000,1611.85000000,,317.00000000,24.54000000,0.38870000,6.58700000
0,16:50:11,23509.02000000,1611.87000000,,317.00000000,24.55000000,0.38870000,6.58700000
0,16:50:14,23508.94000000,1611.88000000,,317.30000000,24.55000000,0.38870000,6.58700000
0,16:50:17,23508.04000000,1611.87000000,,317.20000000,24.55000000,0.38870000,6.58600000
0,16:50:21,23512.11000000,1611.96000000,,317.30000000,24.56000000,0.38870000,6.58600000
0,16:50:23,23514.16000000,1612.13000000,,317.20000000,24.56000000,0.38870000,6.58600000
0,16:50:26,23515.37000000,1612.16000000,,317.30000000,24.56000000,0.38880000,6.58800000
0,16:50:29,23514.38000000,1612.26000000,,317.20000000,24.55000000,0.38890000,6.58900000
0,16:50:32,23512.64000000,1612.28000000,,317.40000000,24.57000000,0.38890000,6.58900000
0,16:50:34,23513.12000000,1612.28000000,,317.40000000,24.57000000,0.38890000,6.58900000
0,16:50:38,23515.23000000,1612.55000000,,317.40000000,24.56000000,0.38890000,6.58900000
0,16:50:41,23515.24000000,1612.57000000,,317.50000000,24.57000000,0.38890000,6.59000000
0,16:50:43,23515.68000000,1612.87000000,,317.50000000,24.57000000,0.38890000,6.58900000
0,16:50:46,23519.98000000,1612.97000000,,317.50000000,24.58000000,0.38890000,6.59000000
0,16:50:49,23518.85000000,1612.97000000,,317.50000000,24.58000000,0.38890000,6.59000000
0,16:50:52,23516.53000000,1612.96000000,,317.60000000,24.57000000,0.38890000,6.59000000
0,16:50:55,23515.24000000,1612.97000000,,317.60000000,24.57000000,0.38890000,6.59000000
0,16:50:57,23516.37000000,1612.97000000,,317.60000000,24.58000000,0.38890000,6.59300000
0,16:51:00,23516.55000000,1612.97000000,,317.60000000,24.58000000,0.38890000,6.59300000
0,16:51:03,23515.79000000,1612.96000000,,317.60000000,24.57000000,0.38890000,6.59100000
0,16:51:06,23516.99000000,1612.96000000,,317.50000000,24.58000000,0.38890000,6.59100000
0,16:51:09,23519.58000000,1612.56000000,,317.60000000,24.58000000,0.38910000,6.59300000
0,16:51:11,23521.57000000,1612.55000000,,317.60000000,24.58000000,0.38910000,6.59300000
0,16:51:13,23523.35000000,1612.71000000,,317.80000000,24.58000000,0.38910000,6.59100000
0,16:51:16,23524.36000000,1612.87000000,,317.80000000,24.59000000,0.38910000,6.59500000
0,16:51:19,23521.69000000,1612.88000000,,317.70000000,24.58000000,0.38900000,6.59500000
0,16:51:22,23522.23000000,1612.87000000,,317.70000000,24.58000000,0.38890000,6.59500000
0,16:51:25,23520.84000000,1612.85000000,,317.70000000,24.58000000,0.38890000,6.59500000
0,16:51:28,23520.42000000,1612.85000000,,317.70000000,24.58000000,0.38890000,6.59500000
0,16:51:30,23520.86000000,1612.86000000,,317.60000000,24.58000000,0.38880000,6.59400000
0,16:51:34,23518.93000000,1612.69000000,,317.60000000,24.58000000,0.38880000,6.59300000
0,16:51:36,23516.51000000,1612.48000000,,317.60000000,24.57000000,0.38880000,6.59300000
0,16:51:38,23513.63000000,1612.28000000,,317.60000000,24.57000000,0.38890000,6.59300000
0,16:51:41,23509.41000000,1611.88000000,,317.60000000,24.56000000,0.38880000,6.59100000
0,16:51:43,23511.62000000,1611.88000000,,317.50000000,24.57000000,0.38890000,6.58900000
0,16:51:45,23514.81000000,1612.18000000,,317.50000000,24.57000000,0.38880000,6.58900000
0,16:51:48,23514.20000000,1612.27000000,,317.50000000,24.56000000,0.38880000,6.58900000
0,16:51:51,23514.29000000,1612.28000000,,317.50000000,24.56000000,0.38880000,6.58900000
0,16:51:54,23511.40000000,1612.27000000,,317.60000000,24.56000000,0.38880000,6.58900000
0,16:51:57,23516.97000000,1612.29000000,,317.70000000,24.57000000,0.38870000,6.59100000
0,16:51:59,23516.99000000,1612.45000000,,317.70000000,24.57000000,0.38870000,6.59000000
0,16:52:02,23516.43000000,1612.44000000,,317.70000000,24.56000000,0.38870000,6.59000000
0,16:52:05,23517.15000000,1612.44000000,,317.80000000,24.57000000,0.38870000,6.59100000
0,16:52:08,23516.39000000,1612.45000000,,317.80000000,24.57000000,0.38880000,6.58800000
0,16:52:10,23515.18000000,1612.44000000,,317.80000000,24.56000000,0.38880000,6.58800000
0,16:52:13,23517.04000000,1612.44000000,,317.80000000,24.56000000,0.38880000,6.58900000
0,16:52:16,23516.52000000,1612.45000000,,317.90000000,24.57000000,0.38880000,6.59000000
0,16:52:19,23512.79000000,1612.11000000,,317.90000000,24.56000000,0.38880000,6.59000000
0,16:52:22,23514.01000000,1612.11000000,,317.90000000,24.55000000,0.38880000,6.58900000
0,16:52:24,23517.71000000,1612.38000000,,317.90000000,24.56000000,0.38870000,6.58900000
0,16:52:26,23517.22000000,1612.38000000,,317.90000000,24.56000000,0.38870000,6.59000000
0,16:52:29,23514.88000000,1612.37000000,,317.90000000,24.56000000,0.38880000,6.59000000
0,16:52:32,23517.76000000,1612.28000000,,317.80000000,24.56000000,0.38880000,6.59000000
0,16:52:34,23516.39000000,1612.29000000,,317.90000000,24.57000000,0.38880000,6.59000000
0,16:52:37,23516.26000000,1612.28000000,,317.90000000,24.57000000,0.38880000,6.59000000
0,16:52:40,23515.86000000,1612.29000000,,317.90000000,24.57000000,0.38870000,6.59000000
0,16:52:42,23515.24000000,1612.28000000,,317.80000000,24.56000000,0.38880000,6.59000000
0,16:52:44,23512.48000000,1612.19000000,,317.80000000,24.56000000,0.38880000,6.59000000
0,16:52:47,23509.02000000,1611.87000000,,317.80000000,24.55000000,0.38870000,6.58900000
0,16:52:51,23510.06000000,1611.72000000,,317.90000000,24.55000000,0.38870000,6.58700000
0,16:52:54,23510.59000000,1611.53000000,,318.10000000,24.55000000,0.38870000,6.58700000
0,16:52:57,23511.80000000,1611.67000000,,318.10000000,24.55000000,0.38870000,6.58700000
0,16:52:59,23512.49000000,1611.84000000,,318.10000000,24.55000000,0.38870000,6.58800000
0,16:53:02,23513.37000000,1611.85000000,,318.10000000,24.55000000,0.38870000,6.58800000
0,16:53:05,23514.24000000,1611.85000000,,318.10000000,24.55000000,0.38870000,6.58900000
0,16:53:08,23515.58000000,1611.87000000,,318.10000000,24.55000000,0.38870000,6.58900000
0,16:53:11,23520.18000000,1612.29000000,,318.20000000,24.55000000,0.38870000,6.58900000
0,16:53:13,23520.03000000,1612.41000000,,318.20000000,24.56000000,0.38870000,6.59200000
0,16:53:15,23521.80000000,1612.71000000,,318.30000000,24.56000000,0.38880000,6.59300000
0,16:53:18,23526.32000000,1613.08000000,,318.30000000,24.56000000,0.38880000,6.59300000
0,16:53:21,23527.13000000,1613.11000000,,318.20000000,24.57000000,0.38880000,6.59400000
0,16:53:24,23528.17000000,1613.29000000,,318.30000000,24.58000000,0.38880000,6.59500000
0,16:53:26,23530.36000000,1613.29000000,,318.20000000,24.58000000,0.38890000,6.59400000
0,16:53:28,23531.71000000,1613.37000000,,318.30000000,24.58000000,0.38880000,6.59400000
0,16:53:31,23530.12000000,1613.37000000,,318.30000000,24.58000000,0.38890000,6.59400000
0,16:53:33,23530.57000000,1613.37000000,,318.40000000,24.58000000,0.38890000,6.59400000
0,16:53:36,23529.73000000,1613.37000000,,318.30000000,24.58000000,0.38880000,6.59400000
0,16:53:38,23528.55000000,1613.38000000,,318.20000000,24.58000000,0.38880000,6.59400000
0,16:53:40,23532.60000000,1613.84000000,,318.20000000,24.58000000,0.38880000,6.59300000
0,16:53:43,23532.14000000,1613.87000000,,318.10000000,24.58000000,0.38880000,6.59300000
0,16:53:45,23532.44000000,1613.88000000,,318.10000000,24.58000000,0.38880000,6.59300000
0,16:53:48,23530.53000000,1614.01000000,,318.20000000,24.58000000,0.38880000,6.59500000
0,16:53:51,23531.36000000,1614.01000000,,318.10000000,24.63000000,0.38890000,6.59500000
0,16:53:53,23536.31000000,1614.04000000,,318.20000000,24.60000000,0.38890000,6.59600000
0,16:53:56,23533.85000000,1614.04000000,,318.30000000,24.59000000,0.38890000,6.59600000
0,16:53:59,23534.91000000,1614.05000000,,318.00000000,24.59000000,0.38890000,6.59600000
0,16:54:02,23537.15000000,1614.18000000,,318.00000000,24.60000000,0.38890000,6.59700000
0,16:54:05,23539.20000000,1613.94000000,,318.00000000,24.59000000,0.38890000,6.59700000
0,16:54:07,23534.55000000,1613.88000000,,318.00000000,24.59000000,0.38890000,6.59700000
0,16:54:10,23537.00000000,1613.89000000,,318.10000000,24.60000000,0.38900000,6.59700000
0,16:54:13,23537.04000000,1614.07000000,,318.90000000,24.59000000,0.38900000,6.59800000
0,16:54:15,23539.06000000,1614.84000000,,318.80000000,24.60000000,0.38900000,6.59800000
0,16:54:18,23540.36000000,1614.85000000,,318.70000000,24.60000000,0.38910000,6.59800000
0,16:54:21,23541.36000000,1614.84000000,,318.70000000,24.61000000,0.38910000,6.59800000
0,16:54:24,23539.86000000,1614.84000000,,318.70000000,24.60000000,0.38900000,6.59800000
0,16:54:27,23539.82000000,1614.85000000,,318.60000000,24.61000000,0.38910000,6.59700000
0,16:54:30,23539.03000000,1614.84000000,,318.60000000,24.61000000,0.38900000,6.59700000
0,16:54:33,23534.75000000,1614.47000000,,318.60000000,24.60000000,0.38900000,6.59600000
0,16:54:36,23534.40000000,1614.32000000,,318.50000000,24.60000000,0.38880000,6.59300000
0,16:54:38,23538.16000000,1614.41000000,,318.60000000,24.61000000,0.38880000,6.59300000
0,16:54:41,23542.27000000,1615.00000000,,318.60000000,24.60000000,0.38900000,6.59400000
0,16:54:44,23540.10000000,1615.00000000,,318.70000000,24.60000000,0.38900000,6.59500000
