time,BTC,ETH,BNB,SOL,ADA,DOT,BUSD
0,18:52:43,23598.52000000,1614.75000000,,317.90000000,24.91000000,0.39080000,6.55800000
0,18:52:46,23594.56000000,1614.68000000,,317.80000000,24.90000000,0.39080000,6.55800000
0,18:52:49,23596.51000000,1614.52000000,,317.90000000,24.89000000,0.39090000,6.55800000
0,18:52:52,23596.94000000,1614.61000000,,317.90000000,24.90000000,0.39090000,6.55800000
0,18:52:55,23596.40000000,1614.61000000,,317.90000000,24.90000000,0.39090000,6.55800000
0,18:52:58,23598.13000000,1614.60000000,,317.80000000,24.91000000,0.39090000,6.55800000
0,18:53:01,23596.70000000,1614.60000000,,317.90000000,24.90000000,0.39080000,6.55800000
0,18:53:05,23591.28000000,1614.45000000,,317.90000000,24.89000000,0.39080000,6.55800000
0,18:53:08,23590.37000000,1614.24000000,,317.80000000,24.88000000,0.39080000,6.55700000
0,18:53:10,23586.11000000,1613.88000000,,317.70000000,24.87000000,0.39080000,6.55600000
0,18:53:12,23589.60000000,1613.84000000,,317.80000000,24.87000000,0.39080000,6.55600000
0,18:53:16,23587.14000000,1613.84000000,,317.80000000,24.87000000,0.39080000,6.55500000
0,18:53:18,23591.56000000,1614.01000000,,317.80000000,24.88000000,0.39090000,6.55500000
0,18:53:20,23597.05000000,1614.57000000,,317.90000000,24.89000000,0.39100000,6.55700000
0,18:53:23,23597.75000000,1614.67000000,,317.90000000,24.89000000,0.39110000,6.56000000
0,18:53:26,23597.01000000,1614.68000000,,317.90000000,24.89000000,0.39100000,6.56000000
0,18:53:28,23599.94000000,1614.67000000,,317.90000000,24.89000000,0.39100000,6.56000000
0,18:53:30,23599.25000000,1614.64000000,,317.90000000,24.89000000,0.39100000,6.56000000
0,18:53:34,23598.79000000,1614.53000000,,317.90000000,24.89000000,0.39100000,6.56100000
0,18:53:37,23600.74000000,1614.60000000,,317.80000000,24.89000000,0.39100000,6.56100000
0,18:53:39,23601.47000000,1614.67000000,,317.80000000,24.90000000,0.39100000,6.56100000
0,18:53:42,23602.38000000,1614.67000000,,317.80000000,24.89000000,0.39100000,6.56100000
0,18:53:45,23599.61000000,1614.68000000,,317.80000000,24.89000000,0.39100000,6.56200000
0,18:53:48,23601.65000000,1614.67000000,,317.80000000,24.90000000,0.39100000,6.56200000
0,18:53:51,23601.62000000,1614.88000000,,317.90000000,24.90000000,0.39110000,6.56200000
0,18:53:54,23606.43000000,1615.06000000,,317.80000000,24.92000000,0.39110000,6.56300000
0,18:53:57,23608.55000000,1615.07000000,,317.90000000,24.91000000,0.39110000,6.56300000
0,18:54:00,23609.22000000,1615.06000000,,318.00000000,24.92000000,0.39110000,6.56300000
0,18:54:03,23612.00000000,1615.08000000,,318.00000000,24.91000000,0.39110000,6.56300000
0,18:54:06,23614.03000000,1615.44000000,,318.00000000,24.95000000,0.39120000,6.56300000
0,18:54:09,23613.93000000,1615.44000000,,317.90000000,24.95000000,0.39130000,6.56500000
0,18:54:12,23607.43000000,1615.06000000,,318.00000000,24.94000000,0.39130000,6.56400000
0,18:54:14,23607.11000000,1615.06000000,,318.00000000,24.95000000,0.39120000,6.56500000
0,18:54:17,23605.55000000,1615.01000000,,318.00000000,24.95000000,0.39120000,6.56500000
0,18:54:20,23606.83000000,1615.01000000,,318.00000000,24.95000000,0.39120000,6.56500000
0,18:54:23,23608.25000000,1615.21000000,,318.00000000,24.96000000,0.39130000,6.56500000
0,18:54:25,23607.22000000,1615.27000000,,318.00000000,24.96000000,0.39130000,6.56400000
0,18:54:27,23596.95000000,1614.80000000,,318.00000000,24.95000000,0.39110000,6.56400000
0,18:54:30,23594.34000000,1614.31000000,,318.00000000,24.94000000,0.39100000,6.56400000
0,18:54:33,23599.50000000,1614.57000000,,317.90000000,24.96000000,0.39100000,6.56200000
0,18:54:36,23603.46000000,1615.01000000,,318.00000000,24.98000000,0.39110000,6.56200000
0,18:54:40,23606.40000000,1615.06000000,,318.00000000,24.98000000,0.39130000,6.56200000
0,18:54:42,23605.70000000,1615.20000000,,318.00000000,25.00000000,0.39130000,6.56500000
0,18:54:45,23607.09000000,1615.21000000,,318.00000000,25.02000000,0.39130000,6.56500000
0,18:54:48,23606.33000000,1615.34000000,,318.00000000,25.01000000,0.39130000,6.56400000
0,18:54:51,23606.24000000,1615.34000000,,317.90000000,25.02000000,0.39130000,6.56400000
0,18:54:55,23600.24000000,1615.28000000,,318.00000000,24.98000000,0.39120000,6.56400000
0,18:54:58,23598.76000000,1614.88000000,,317.80000000,24.96000000,0.39120000,6.56200000
0,18:55:02,23603.09000000,1615.05000000,,317.80000000,24.96000000,0.39110000,6.56200000
0,18:55:14,23608.72000000,1615.97000000,,317.80000000,25.00000000,0.39110000,6.56400000
0,18:55:17,23609.73000000,1615.96000000,,317.80000000,24.99000000,0.39110000,6.56400000
0,18:55:19,23608.51000000,1615.96000000,,317.90000000,24.99000000,0.39100000,6.56400000
0,18:55:23,23602.81000000,1615.96000000,,317.80000000,24.98000000,0.39100000,6.56400000
0,18:55:25,23601.24000000,1615.74000000,,317.80000000,24.97000000,0.39080000,6.56100000
0,18:55:29,23601.55000000,1615.49000000,,317.90000000,24.97000000,0.39080000,6.56100000
0,18:55:32,23602.36000000,1615.49000000,,317.50000000,24.97000000,0.39080000,6.56200000
0,18:55:35,23596.00000000,1614.93000000,,317.60000000,24.96000000,0.39070000,6.56200000
0,18:55:38,23594.09000000,1614.63000000,,317.50000000,24.94000000,0.39060000,6.56100000
0,18:55:41,23595.65000000,1614.68000000,,317.50000000,24.94000000,0.39060000,6.56100000
0,18:55:44,23593.07000000,1614.69000000,,317.40000000,24.94000000,0.39050000,6.56200000
0,18:55:46,23594.36000000,1614.69000000,,317.50000000,24.92000000,0.39050000,6.56200000
0,18:55:49,23597.81000000,1614.70000000,,317.50000000,24.92000000,0.39060000,6.56200000
0,18:55:54,23593.42000000,1614.71000000,,317.40000000,24.92000000,0.39060000,6.56200000
0,18:55:57,23593.42000000,1614.71000000,,317.40000000,24.92000000,0.39060000,6.56200000
0,18:56:00,23591.03000000,1614.70000000,,317.40000000,24.93000000,0.39060000,6.56300000
0,18:56:03,23593.76000000,1614.70000000,,317.50000000,24.93000000,0.39060000,6.56300000
0,18:56:05,23592.60000000,1614.70000000,,317.40000000,24.93000000,0.39070000,6.56300000
0,18:56:08,23591.78000000,1614.69000000,,317.40000000,24.93000000,0.39070000,6.56300000
0,18:56:10,23593.40000000,1614.69000000,,317.40000000,24.93000000,0.39070000,6.56300000
0,18:56:13,23595.84000000,1614.68000000,,317.40000000,24.97000000,0.39070000,6.56300000
0,18:56:16,23597.20000000,1614.93000000,,317.40000000,24.97000000,0.39080000,6.56500000
0,18:56:19,23597.66000000,1614.93000000,,317.50000000,24.98000000,0.39080000,6.56500000
0,18:56:22,23596.60000000,1614.92000000,,317.40000000,24.99000000,0.39080000,6.56500000
0,18:56:24,23602.21000000,1615.07000000,,317.50000000,25.00000000,0.39080000,6.56500000
0,18:56:27,23605.16000000,1615.48000000,,317.50000000,25.00000000,0.39080000,6.56600000
0,18:56:30,23607.23000000,1615.66000000,,317.60000000,25.01000000,0.39090000,6.56700000
0,18:56:32,23605.26000000,1615.66000000,,317.60000000,25.01000000,0.39090000,6.56700000
0,18:56:34,23601.67000000,1615.48000000,,317.50000000,25.00000000,0.39090000,6.56700000
0,18:56:37,23602.06000000,1615.48000000,,317.50000000,25.01000000,0.39090000,6.56700000
0,18:56:42,23604.80000000,1615.63000000,,317.60000000,25.02000000,0.39080000,6.56600000
0,18:56:45,23604.17000000,1615.67000000,,317.60000000,25.02000000,0.39080000,6.56600000
0,18:56:47,23604.86000000,1615.66000000,,317.60000000,25.02000000,0.39080000,6.56600000
0,18:56:50,23603.38000000,1615.63000000,,317.60000000,25.02000000,0.39090000,6.56700000
0,18:56:53,23601.00000000,1615.36000000,,317.50000000,25.01000000,0.39090000,6.56600000
0,18:56:55,23600.25000000,1615.28000000,,317.60000000,25.02000000,0.39080000,6.56600000
0,18:56:58,23598.02000000,1615.09000000,,317.60000000,25.02000000,0.39080000,6.56500000
0,18:57:00,23598.74000000,1615.08000000,,317.50000000,25.02000000,0.39090000,6.56600000
0,18:57:03,23594.19000000,1614.70000000,,317.50000000,25.02000000,0.39070000,6.56500000
0,18:57:07,23595.28000000,1614.51000000,,317.40000000,25.03000000,0.39070000,6.56300000
0,18:57:10,23597.24000000,1615.00000000,,317.50000000,25.05000000,0.39070000,6.56500000
0,18:57:13,23599.05000000,1615.07000000,,317.50000000,25.05000000,0.39070000,6.56500000
0,18:57:15,23598.65000000,1615.21000000,,317.50000000,25.06000000,0.39070000,6.56500000
0,18:57:17,23598.21000000,1615.20000000,,317.50000000,25.07000000,0.39080000,6.56500000
0,18:57:20,23597.70000000,1615.21000000,,317.40000000,25.06000000,0.39080000,6.56500000
0,18:57:22,23598.46000000,1615.20000000,,317.40000000,25.06000000,0.39080000,6.56600000
0,18:57:25,23599.02000000,1615.21000000,,317.50000000,25.08000000,0.39080000,6.56600000
0,18:57:28,23596.44000000,1615.42000000,,317.50000000,25.08000000,0.39070000,6.56600000
0,18:57:31,23596.33000000,1615.42000000,,317.40000000,25.10000000,0.39080000,6.56600000
0,18:57:34,23596.30000000,1615.42000000,,317.50000000,25.10000000,0.39080000,6.56600000
0,18:57:36,23596.31000000,1615.31000000,,317.50000000,25.10000000,0.39080000,6.56600000
0,18:57:38,23598.19000000,1615.29000000,,317.50000000,25.11000000,0.39080000,6.56600000
0,18:57:41,23599.24000000,1615.47000000,,317.50000000,25.14000000,0.39080000,6.56700000
0,18:57:43,23600.09000000,1615.48000000,,317.50000000,25.14000000,0.39080000,6.56700000
0,18:57:45,23598.14000000,1615.47000000,,317.40000000,25.14000000,0.39080000,6.56700000
0,18:57:48,23595.22000000,1615.47000000,,317.50000000,25.14000000,0.39080000,6.56600000
0,18:57:53,23592.64000000,1615.29000000,,317.50000000,25.14000000,0.39070000,6.56600000
0,18:57:56,23591.91000000,1614.89000000,,317.40000000,25.08000000,0.39060000,6.56400000
0,18:57:59,23589.63000000,1614.85000000,,317.40000000,25.09000000,0.39060000,6.56500000
0,18:58:01,23588.92000000,1614.84000000,,317.50000000,25.06000000,0.39060000,6.56400000
0,18:58:04,23587.70000000,1614.58000000,,317.50000000,25.03000000,0.39060000,6.56100000
0,18:58:06,23590.06000000,1614.52000000,,317.40000000,25.06000000,0.39060000,6.56100000
0,18:58:10,23590.89000000,1614.51000000,,317.50000000,25.08000000,0.39060000,6.56100000
0,18:58:12,23591.35000000,1614.56000000,,317.50000000,25.08000000,0.39060000,6.56100000
0,18:58:14,23590.30000000,1614.56000000,,317.40000000,25.09000000,0.39060000,6.56100000
0,18:58:17,23594.39000000,1614.83000000,,317.50000000,25.10000000,0.39060000,6.56100000
0,18:58:19,23597.63000000,1615.18000000,,317.50000000,25.12000000,0.39060000,6.56700000
0,18:58:22,23595.42000000,1615.21000000,,317.50000000,25.10000000,0.39070000,6.56700000
0,18:58:25,23595.62000000,1615.21000000,,317.40000000,25.11000000,0.39070000,6.56700000
0,18:58:28,23599.55000000,1615.37000000,,317.50000000,25.14000000,0.39070000,6.56700000
0,18:58:31,23597.82000000,1615.37000000,,317.50000000,25.11000000,0.39080000,6.56700000
0,18:58:34,23597.96000000,1615.37000000,,317.50000000,25.10000000,0.39080000,6.56700000
0,18:58:36,23590.99000000,1614.98000000,,317.50000000,25.08000000,0.39060000,6.56700000
0,18:58:41,23590.29000000,1614.66000000,,317.50000000,25.10000000,0.39060000,6.56500000
0,18:58:43,23590.04000000,1614.66000000,,317.40000000,25.11000000,0.39060000,6.56500000
0,18:58:47,23587.64000000,1614.75000000,,317.50000000,25.11000000,0.39050000,6.56300000
0,18:58:50,23589.23000000,1614.80000000,,317.50000000,25.09000000,0.39060000,6.56200000
0,18:58:54,23590.49000000,1614.81000000,,317.40000000,25.11000000,0.39060000,6.56300000
0,18:58:57,23589.20000000,1614.82000000,,317.40000000,25.09000000,0.39060000,6.56300000
0,18:59:01,23587.48000000,1614.68000000,,317.40000000,25.10000000,0.39060000,6.56300000
0,18:59:04,23586.35000000,1614.68000000,,317.30000000,25.09000000,0.39060000,6.56300000
0,18:59:07,23586.20000000,1614.67000000,,317.40000000,25.08000000,0.39050000,6.56300000
0,18:59:11,23589.21000000,1614.67000000,,317.40000000,25.08000000,0.39060000,6.56200000
0,18:59:16,23582.13000000,1614.30000000,,317.20000000,25.05000000,0.39040000,6.56000000
0,18:59:18,23581.72000000,1614.31000000,,317.30000000,25.07000000,0.39040000,6.56000000
0,18:59:20,23581.65000000,1614.30000000,,317.30000000,25.07000000,0.39040000,6.56000000
0,18:59:24,23581.59000000,1614.31000000,,317.30000000,25.07000000,0.39040000,6.56000000
0,18:59:27,23583.88000000,1614.30000000,,317.30000000,25.07000000,0.39040000,6.56000000
0,18:59:29,23583.65000000,1614.30000000,,317.30000000,25.05000000,0.39040000,6.56000000
0,18:59:32,23583.16000000,1614.30000000,,317.30000000,25.05000000,0.39040000,6.56000000
0,18:59:34,23584.36000000,1614.30000000,,317.30000000,25.05000000,0.39040000,6.56000000
0,18:59:36,23584.35000000,1614.30000000,,317.20000000,25.06000000,0.39040000,6.56100000
0,18:59:39,23586.15000000,1614.30000000,,317.30000000,25.05000000,0.39030000,6.56100000
0,18:59:41,23585.45000000,1614.28000000,,317.30000000,25.05000000,0.39030000,6.56100000
0,18:59:45,23584.60000000,1614.09000000,,317.30000000,25.06000000,0.39030000,6.56100000
0,18:59:47,23583.58000000,1614.09000000,,317.20000000,25.05000000,0.39050000,6.56200000
0,18:59:50,23584.28000000,1614.09000000,,317.20000000,25.05000000,0.39060000,6.56200000
0,18:59:53,23584.58000000,1614.09000000,,317.30000000,25.05000000,0.39050000,6.56200000
0,18:59:56,23584.68000000,1614.09000000,,317.30000000,25.05000000,0.39050000,6.56200000
0,18:59:59,23584.21000000,1614.09000000,,317.20000000,25.03000000,0.39050000,6.56200000
0,19:00:02,23587.31000000,1614.09000000,,317.30000000,25.03000000,0.39060000,6.56300000
0,19:00:05,23587.13000000,1614.09000000,,317.30000000,25.03000000,0.39050000,6.56200000
0,19:00:08,23589.16000000,1614.09000000,,317.30000000,25.05000000,0.39060000,6.56200000
0,19:00:11,23591.22000000,1614.43000000,,317.30000000,25.06000000,0.39070000,6.56200000
0,19:00:14,23591.88000000,1614.46000000,,317.20000000,25.07000000,0.39070000,6.56200000
0,19:00:17,23592.54000000,1614.47000000,,317.20000000,25.07000000,0.39060000,6.56200000
0,19:00:21,23594.49000000,1614.54000000,,317.40000000,25.08000000,0.39060000,6.56200000
0,19:00:23,23595.88000000,1614.64000000,,317.30000000,25.08000000,0.39070000,6.56400000
0,19:00:26,23596.53000000,1614.65000000,,317.40000000,25.09000000,0.39070000,6.56400000
0,19:00:29,23598.75000000,1614.77000000,,317.40000000,25.09000000,0.39070000,6.56400000
0,19:00:32,23587.14000000,1614.37000000,,317.30000000,25.07000000,0.39060000,6.56000000
0,19:00:34,23587.06000000,1614.23000000,,317.20000000,25.07000000,0.39060000,6.56000000
0,19:00:37,23588.77000000,1614.21000000,,317.20000000,25.06000000,0.39060000,6.56000000
0,19:00:40,23584.32000000,1614.10000000,,317.20000000,25.07000000,0.39040000,6.56000000
0,19:00:44,23579.30000000,1613.78000000,,317.10000000,25.07000000,0.39040000,6.56000000
0,19:00:47,23575.86000000,1613.58000000,,317.00000000,25.06000000,0.39030000,6.55800000
0,19:00:50,23571.81000000,1613.38000000,,317.00000000,25.05000000,0.39020000,6.55700000
0,19:00:54,23572.01000000,1612.79000000,,317.10000000,25.03000000,0.39030000,6.55400000
0,19:00:57,23570.25000000,1613.05000000,,317.10000000,25.04000000,0.39030000,6.55400000
0,19:00:59,23565.85000000,1612.89000000,,317.10000000,25.04000000,0.39010000,6.55500000
0,19:01:02,23569.15000000,1613.22000000,,317.00000000,25.05000000,0.39020000,6.55500000
0,19:01:05,23568.16000000,1613.21000000,,317.10000000,25.07000000,0.39020000,6.55500000
0,19:01:08,23572.43000000,1613.22000000,,317.00000000,25.08000000,0.39020000,6.55500000
0,19:01:11,23573.04000000,1613.21000000,,317.10000000,25.08000000,0.39020000,6.55500000
0,19:01:13,23574.45000000,1613.22000000,,317.10000000,25.09000000,0.39020000,6.55500000
0,19:01:17,23580.30000000,1613.39000000,,317.20000000,25.09000000,0.39020000,6.55400000
0,19:01:20,23581.88000000,1613.58000000,,317.20000000,25.12000000,0.39040000,6.55600000
0,19:01:23,23582.08000000,1613.67000000,,317.20000000,25.11000000,0.39050000,6.55600000
0,19:01:26,23578.07000000,1613.66000000,,317.20000000,25.09000000,0.39050000,6.55600000
0,19:01:30,23576.16000000,1613.54000000,,317.20000000,25.10000000,0.39020000,6.55600000
0,19:01:33,23576.84000000,1613.55000000,,317.20000000,25.11000000,0.39020000,6.55600000
0,19:01:35,23580.44000000,1613.76000000,,317.30000000,25.15000000,0.39040000,6.55900000
0,19:01:37,23578.98000000,1613.45000000,,317.30000000,25.15000000,0.39040000,6.55900000
0,19:01:40,23576.37000000,1613.46000000,,317.20000000,25.15000000,0.39040000,6.55900000
0,19:01:42,23577.96000000,1613.45000000,,317.30000000,25.15000000,0.39040000,6.55700000
0,19:01:44,23581.50000000,1613.58000000,,317.30000000,25.19000000,0.39040000,6.55800000
0,19:01:47,23582.77000000,1613.74000000,,317.30000000,25.19000000,0.39040000,6.55800000
0,19:01:49,23582.62000000,1613.73000000,,317.30000000,25.20000000,0.39040000,6.56000000
0,19:01:53,23588.70000000,1614.28000000,,317.40000000,25.24000000,0.39060000,6.56300000
0,19:01:56,23591.09000000,1614.71000000,,317.50000000,25.28000000,0.39070000,6.56500000
0,19:01:59,23589.93000000,1614.71000000,,317.50000000,25.23000000,0.39070000,6.56500000
0,19:02:02,23585.68000000,1614.48000000,,317.40000000,25.23000000,0.39080000,6.56400000
0,19:02:05,23589.76000000,1614.49000000,,317.40000000,25.26000000,0.39090000,6.56600000
0,19:02:08,23590.58000000,1614.49000000,,317.50000000,25.27000000,0.39090000,6.56600000
0,19:02:11,23595.25000000,1614.62000000,,317.50000000,25.27000000,0.39090000,6.56600000
0,19:02:14,23598.40000000,1614.88000000,,317.60000000,25.34000000,0.39100000,6.57000000
0,19:02:16,23600.98000000,1615.17000000,,317.60000000,25.35000000,0.39100000,6.57100000
0,19:02:19,23595.76000000,1615.17000000,,317.50000000,25.32000000,0.39100000,6.57100000
0,19:02:23,23597.43000000,1615.18000000,,317.60000000,25.32000000,0.39100000,6.56900000
0,19:02:26,23594.97000000,1615.18000000,,317.60000000,25.30000000,0.39100000,6.57000000
0,19:02:29,23595.90000000,1614.92000000,,317.50000000,25.30000000,0.39080000,6.56700000
0,19:02:32,23600.81000000,1615.20000000,,317.50000000,25.32000000,0.39110000,6.56800000
0,19:02:34,23601.85000000,1615.38000000,,317.60000000,25.34000000,0.39110000,6.56800000
0,19:02:37,23602.11000000,1615.38000000,,317.60000000,25.34000000,0.39110000,6.57100000
0,19:02:41,23601.44000000,1615.39000000,,317.50000000,25.32000000,0.39110000,6.56900000
0,19:02:44,23602.03000000,1615.21000000,,317.50000000,25.31000000,0.39110000,6.56900000
0,19:02:47,23604.92000000,1615.21000000,,317.60000000,25.35000000,0.39100000,6.56800000
0,19:02:49,23602.77000000,1615.22000000,,317.60000000,25.33000000,0.39100000,6.56800000
0,19:02:52,23600.78000000,1615.09000000,,317.50000000,25.29000000,0.39100000,6.56600000
0,19:02:55,23599.65000000,1614.93000000,,317.60000000,25.28000000,0.39100000,6.56600000
0,19:02:58,23600.95000000,1614.93000000,,317.50000000,25.30000000,0.39110000,6.56800000
0,19:03:01,23602.50000000,1615.24000000,,317.60000000,25.38000000,0.39110000,6.57000000
0,19:03:04,23602.20000000,1615.34000000,,317.80000000,25.39000000,0.39110000,6.57100000
0,19:03:08,23603.47000000,1615.34000000,,317.70000000,25.45000000,0.39110000,6.57300000
0,19:03:10,23603.09000000,1615.33000000,,317.70000000,25.43000000,0.39110000,6.57300000
0,19:03:13,23605.92000000,1615.35000000,,317.80000000,25.47000000,0.39110000,6.57500000
0,19:03:15,23606.05000000,1615.40000000,,317.80000000,25.52000000,0.39120000,6.57500000
0,19:03:18,23603.78000000,1615.40000000,,317.80000000,25.47000000,0.39120000,6.57500000
0,19:03:20,23603.75000000,1615.40000000,,317.80000000,25.50000000,0.39130000,6.57500000
0,19:03:24,23598.70000000,1615.15000000,,317.70000000,25.44000000,0.39120000,6.57400000
0,19:03:26,23600.51000000,1615.01000000,,317.80000000,25.49000000,0.39110000,6.57300000
0,19:03:29,23600.16000000,1615.00000000,,317.70000000,25.47000000,0.39100000,6.57500000
0,19:03:31,23601.25000000,1615.01000000,,317.80000000,25.46000000,0.39100000,6.57500000
0,19:03:33,23599.89000000,1615.01000000,,317.70000000,25.48000000,0.39120000,6.57400000
0,19:03:36,23594.66000000,1614.67000000,,317.60000000,25.42000000,0.39110000,6.57100000
0,19:03:38,23593.56000000,1614.51000000,,317.50000000,25.38000000,0.39090000,6.57100000
0,19:03:41,23592.83000000,1614.32000000,,317.50000000,25.40000000,0.39090000,6.57100000
0,19:03:43,23594.49000000,1614.33000000,,317.50000000,25.43000000,0.39080000,6.57100000
0,19:03:45,23595.54000000,1614.32000000,,317.50000000,25.44000000,0.39080000,6.57100000
0,19:03:48,23598.88000000,1614.95000000,,317.60000000,25.46000000,0.39080000,6.57100000
0,19:03:51,23598.73000000,1614.94000000,,317.50000000,25.46000000,0.39080000,6.57200000
0,19:03:54,23599.88000000,1614.94000000,,317.60000000,25.46000000,0.39080000,6.57200000
0,19:03:57,23598.25000000,1614.95000000,,317.50000000,25.42000000,0.39080000,6.57200000
0,19:03:59,23594.00000000,1614.65000000,,317.60000000,25.41000000,0.39090000,6.57000000
0,19:04:02,23592.99000000,1614.48000000,,317.60000000,25.38000000,0.39090000,6.56800000
0,19:04:05,23596.97000000,1614.47000000,,317.60000000,25.42000000,0.39090000,6.57000000
0,19:04:08,23595.51000000,1614.48000000,,317.60000000,25.39000000,0.39090000,6.57500000
0,19:04:11,23592.84000000,1614.47000000,,317.50000000,25.39000000,0.39080000,6.57300000
0,19:04:13,23593.62000000,1614.48000000,,317.60000000,25.42000000,0.39090000,6.57300000
0,19:04:16,23592.84000000,1614.48000000,,317.60000000,25.41000000,0.39090000,6.57400000
0,19:04:19,23592.09000000,1614.47000000,,317.50000000,25.41000000,0.39090000,6.57400000
0,19:04:23,23592.58000000,1614.48000000,,317.50000000,25.43000000,0.39090000,6.57400000
0,19:04:25,23590.00000000,1614.47000000,,317.60000000,25.43000000,0.39090000,6.57300000
0,19:04:27,23585.96000000,1614.41000000,,317.50000000,25.44000000,0.39080000,6.57300000
0,19:04:30,23584.10000000,1614.40000000,,317.60000000,25.43000000,0.39080000,6.57300000
0,19:04:33,23584.59000000,1614.28000000,,317.60000000,25.41000000,0.39080000,6.57200000
0,19:04:36,23586.89000000,1614.09000000,,317.60000000,25.41000000,0.39080000,6.57200000
0,19:04:39,23591.30000000,1614.36000000,,317.60000000,25.43000000,0.39080000,6.57100000
0,19:04:42,23593.40000000,1614.44000000,,317.60000000,25.47000000,0.39080000,6.57300000
0,19:04:46,23597.07000000,1614.91000000,,317.60000000,25.48000000,0.39080000,6.57300000
0,19:04:48,23594.79000000,1614.89000000,,317.60000000,25.49000000,0.39080000,6.57300000
0,19:04:51,23599.00000000,1614.89000000,,317.50000000,25.51000000,0.39080000,6.57400000
0,19:04:53,23600.47000000,1614.93000000,,317.60000000,25.52000000,0.39080000,6.57500000
0,19:04:56,23600.68000000,1614.99000000,,317.70000000,25.54000000,0.39080000,6.57500000
0,19:04:59,23598.28000000,1614.98000000,,317.60000000,25.53000000,0.39110000,6.57500000
0,19:05:02,23599.50000000,1614.99000000,,317.70000000,25.54000000,0.39110000,6.57500000
0,19:05:05,23596.98000000,1615.34000000,,317.70000000,25.58000000,0.39120000,6.57700000
0,19:05:08,23598.75000000,1615.34000000,,317.80000000,25.60000000,0.39120000,6.57700000
0,19:05:10,23601.21000000,1615.35000000,,317.80000000,25.61000000,0.39120000,6.57700000
0,19:05:12,23602.65000000,1615.35000000,,317.80000000,25.63000000,0.39120000,6.57600000
0,19:05:15,23607.82000000,1615.99000000,,318.00000000,25.62000000,0.39130000,6.58000000
0,19:05:18,23599.05000000,1615.79000000,,317.80000000,25.59000000,0.39130000,6.58000000
0,19:05:21,23600.30000000,1615.52000000,,317.80000000,25.59000000,0.39130000,6.57700000
0,19:05:23,23596.76000000,1615.38000000,,317.80000000,25.55000000,0.39130000,6.57700000
0,19:05:26,23598.55000000,1615.48000000,,317.90000000,25.58000000,0.39130000,6.57600000
0,19:05:30,23598.38000000,1615.54000000,,318.00000000,25.54000000,0.39140000,6.57900000
0,19:05:33,23591.37000000,1615.29000000,,317.90000000,25.50000000,0.39130000,6.57500000
0,19:05:35,23594.66000000,1615.28000000,,317.90000000,25.51000000,0.39130000,6.57600000
0,19:05:38,23590.92000000,1615.07000000,,318.00000000,25.49000000,0.39130000,6.57600000
0,19:05:41,23585.93000000,1614.65000000,,317.90000000,25.47000000,0.39130000,6.57400000
0,19:05:44,23587.91000000,1614.59000000,,317.90000000,25.46000000,0.39120000,6.57500000
0,19:05:46,23585.38000000,1614.59000000,,317.90000000,25.47000000,0.39120000,6.57400000
0,19:05:48,23583.76000000,1614.58000000,,318.00000000,25.44000000,0.39120000,6.57400000
0,19:05:52,23587.39000000,1614.38000000,,317.90000000,25.45000000,0.39110000,6.57400000
0,19:05:55,23588.92000000,1614.38000000,,318.00000000,25.43000000,0.39100000,6.57400000
0,19:05:58,23589.59000000,1614.39000000,,317.90000000,25.43000000,0.39100000,6.57500000
0,19:06:01,23591.59000000,1614.39000000,,318.00000000,25.45000000,0.39110000,6.57600000
0,19:06:04,23588.64000000,1614.39000000,,318.00000000,25.45000000,0.39110000,6.57500000
0,19:06:07,23587.35000000,1614.39000000,,317.90000000,25.44000000,0.39110000,6.57500000
0,19:06:10,23584.87000000,1614.39000000,,317.90000000,25.40000000,0.39110000,6.57500000
0,19:06:13,23584.89000000,1614.38000000,,317.80000000,25.40000000,0.39110000,6.57300000
0,19:06:16,23585.44000000,1614.18000000,,317.90000000,25.41000000,0.39110000,6.57300000
0,19:06:19,23585.13000000,1614.18000000,,317.80000000,25.39000000,0.39100000,6.57300000
0,19:06:23,23586.95000000,1614.19000000,,317.90000000,25.43000000,0.39120000,6.57300000
0,19:06:25,23586.93000000,1614.28000000,,317.90000000,25.43000000,0.39130000,6.57200000
0,19:06:28,23585.92000000,1614.28000000,,317.90000000,25.42000000,0.39120000,6.57200000
0,19:06:31,23585.17000000,1614.27000000,,317.80000000,25.43000000,0.39130000,6.57200000
0,19:06:34,23584.47000000,1614.28000000,,317.90000000,25.40000000,0.39130000,6.57200000
0,19:06:37,23584.36000000,1614.27000000,,317.80000000,25.38000000,0.39130000,6.57300000
0,19:06:39,23582.30000000,1613.89000000,,317.80000000,25.38000000,0.39140000,6.57300000
0,19:06:42,23579.51000000,1613.63000000,,317.80000000,25.35000000,0.39140000,6.57300000
0,19:06:44,23575.02000000,1613.27000000,,317.70000000,25.31000000,0.39120000,6.56500000
0,19:06:47,23579.01000000,1613.26000000,,317.80000000,25.33000000,0.39130000,6.56600000
0,19:06:50,23575.66000000,1613.27000000,,317.70000000,25.28000000,0.39130000,6.56600000
0,19:06:53,23574.20000000,1613.19000000,,317.60000000,25.24000000,0.39110000,6.56500000
0,19:06:56,23576.27000000,1613.19000000,,317.60000000,25.26000000,0.39120000,6.56500000
0,19:06:59,23578.10000000,1613.18000000,,317.70000000,25.31000000,0.39130000,6.56500000
0,19:07:02,23578.71000000,1613.18000000,,317.70000000,25.27000000,0.39130000,6.56600000
